text,true_text,around_text,description_mistake,source,is_mistake,type_mistake,students_degree
"3. Тестирование методом ""летающих щупов"" (рисунок 5). ",3. Тестирование методом «летающих щупов» (рисунок 5). ,"К недостаткам метода можно отнести высокую стоимость стенда, большие габаритные размеры, необходимость изготавливать матричное контактное поле в соответствии с конструкцией печатной платы и необходимость повторного производства матричной маски. 3. Тестирование методом ""летающих щупов"" (рисунок 5). Представляет собой набор головок с приводами по трем осям, на каждой из которых установлен зонд. ",неправильные кавычки,https://www.hse.ru/edu/vkr/926675668,1.0,пунктуационная,магистратура
"Согласно разработанной программе головки осуществляют контакт с платой, …","Согласно разработанной программе, головки осуществляют контакт с платой, …","Представляет собой набор головок с приводами по трем осям, на каждой из которых установлен зонд. Согласно разработанной программе головки осуществляют контакт с платой, с помощью которых производится тестирование путем подачи сигналов. Хотя данный метод может быть эффективен, его применение ограничено из-за высокой стоимости стенда, существенных габаритов, и необходимости составления кода для перемещения щупов. ",не хватает запятой при вводной конструкции,https://www.hse.ru/edu/vkr/926675668,1.0,пунктуационная,магистратура
В нормальном режиме работы эти ячейки сканирования границ невидимы. ,В нормальном режиме работы эти ячейки сканирования границ невидимы. ,"Все сигналы между логикой ядра устройства и выводами перехватываются последовательным трактом сканирования, известным как регистр граничного сканирования (BSR), который состоит из ряда ячеек граничного сканирования. В нормальном режиме работы эти ячейки сканирования границ невидимы. Однако в тестовом режиме ячейки могут использоваться для установки и/или считывания значений с выводов устройства (или во «внутреннем» режиме - со значений логики ядра). ",нет ошибки,https://www.hse.ru/edu/vkr/926675668,0.0,нет ошибки,магистратура
"В связи с чем в качестве языка программирования был выбран язык Python в связи с его простотой, гибкостью и большой распространённостью. ","В связи с чем в качестве языка программирования был выбран язык Python в связи с его простотой, гибкостью и большой распространённостью. ","Для реализации автоматизации процесса тестирования было необходимо выбрать язык программирования, а также фреймворк, позволяющие реализовать систему для тестирования компонентов с максимальной простотой и не требующие значительных навыков разработки для написания тестов. В связи с чем в качестве языка программирования был выбран язык Python в связи с его простотой, гибкостью и большой распространённостью. В современной автоматизации тестирования с использованием языка программирования Python используют разные конфигурации тестовых фреймворков.",нет ошибки,https://www.hse.ru/edu/vkr/926675668,0.0,нет ошибки,магистратура
"Одним из главных преимуществ Robot Framework является его синтаксис, который выглядит как человеко-читаемый текст. ","Одним из главных преимуществ Robot Framework является его синтаксис, который выглядит как человеко-читаемый текст. ","Robot Framework имеет ряд существенных преимуществ над другими тестовыми фреймворками. Одним из главных преимуществ Robot Framework является его синтаксис, который выглядит как человеко-читаемый текст. Это облегчает как написание тестов, так и их поддержку, особенно это актуально так как разработка роботов предполагает наличие многоуровневой разработки, а именно команду из инженеров по аппаратным и программным компонентам. ",нет ошибки,https://www.hse.ru/edu/vkr/926675668,0.0,нет ошибки,магистратура
" Кроме того, такой подход удешевляет процесс разработки тестовой системы."," Кроме того, такой подход удешевляет процесс разработки тестовой системы.","Для реализации системы тестирования модулей робота-доставщика было решено использовать общедоступные компоненты, так как на их примере можно быстро протестировать гипотезы. Кроме того, такой подход удешевляет процесс разработки тестовой системы. В качестве тестирующей платы была выбрана Raspberry PI Model 3 B+ (General Purpose Input Output), удобный для тестирования устройств (рисунок 7) ",нет ошибки,https://www.hse.ru/edu/vkr/926675668,0.0,нет ошибки,магистратура
"Лидары используются для сканирования и картографирования окружающей среды, что помогает беспилотным роботам-доставщикам безопасно двигаться по дорогам. ","Лидары используются для сканирования и картографирования окружающей среды, что помогает беспилотным роботам-доставщикам безопасно двигаться по дорогам. ","4.1.2 Тестирование лидара. Лидары используются для сканирования и картографирования окружающей среды, что помогает беспилотным роботам-доставщикам безопасно двигаться по дорогам. Однако, разнообразие типов лидаров, а также специфика работы в различных средах усложняют процесс разработки универсальных тестовых процедур для этих устройств.",нет ошибки,https://www.hse.ru/edu/vkr/926675668,0.0,нет ошибки,магистратура
"В основе работы лидаров лежит технология, включающая в себя излучение света лазером и последующую регистрацию времени отраженного луча фотоприемным устройством.","В основе работы лидаров лежит технология, включающая в себя излучение света лазером и последующую регистрацию времени отраженного луча фотоприемным устройством. ","Необходимо разработать новые методики тестирования лидара, включая тестирование механической части, электрической части, проверку возможности передачи пакетов по Ethernet, функционирование в условиях внешних воздействий: туман, дождь, снегопад. В основе работы лидаров лежит технология, включающая в себя излучение света лазером и последующую регистрацию времени отраженного луча фотоприемным устройством. ",нет ошибки,https://www.hse.ru/edu/vkr/926675668,0.0,нет ошибки,магистратура
На роботах-доставщиках обычно устанавливаются механические лидары.,На роботах-доставщиках обычно устанавливаются механические лидары. ,"Твердотельные с горизонтальным углом обзора до 120 градусов. На роботах-доставщиках обычно устанавливаются механические лидары. Главной особенностью механических лидаров является установка лазерного излучателя (как правило, на длине волны 905 нм) и фотоприемного устройства на вращающуюся платформу (рисунок 14).",нет ошибки,https://www.hse.ru/edu/vkr/926675668,0.0,нет ошибки,магистратура
"У механических лидаров она составляет, как правило, 600 об/мин. ","У механических лидаров она составляет, как правило, 600 об/мин. ","К механическим характеристикам лидара можно отнести скорость вращения в оборотах в минуту (дRPM). У механических лидаров она составляет, как правило, 600 об/мин. Скорострельность лидара составляет от 50-100 до 100000 лазерных импульсов в секунду. ",нет ошибки,https://www.hse.ru/edu/vkr/926675668,0.0,нет ошибки,магистратура
Множество подобных лазерных импульсов формируют облако точек.,Множество подобных лазерных импульсов формируют облако точек. ,"Подобная плотность импульсов позволяют лидару создавать визуальную трехмерную карту окружающего пространства на основе массы полученных обратных импульсов. Множество подобных лазерных импульсов формируют облако точек. Чем больше лазерных импульсов, тем плотнее лидарное облако. ",нет ошибки,https://www.hse.ru/edu/vkr/926675668,0.0,нет ошибки,магистратура
Тестирование проводится в соответствии со стандартом ISO 16750 Требования к внешним воздействиям. ,Тестирование проводится в соответствии со стандартом ISO 16750 Требования к внешним воздействиям. ,"В данном разделе рассчитываются параметры вибростенда для проведения тестирования на устойчивость к вибрации. Тестирование проводится в соответствии со стандартом ISO 16750 Требования к внешним воздействиям. Это основополагающий стандарт, который описывает все рекомендуемые испытания, предназначенные для того, чтобы подтвердить, что устройство будет нормально функционировать при различных внешних воздействиях. ",нет ошибки,https://www.hse.ru/edu/vkr/926675668,0.0,нет ошибки,магистратура
Цель любых вибрационных испытаний – определить способность изделия сохранять свои свойства и целостность под воздействием вибрации.,Цель любых вибрационных испытаний – определить способность изделия сохранять свои свойства и целостность под воздействием вибрации. ,"Это ближе к условиям эксплуатации в реальном мире, особенно при моделировании транспортировки по неровным дорогам или вибрации от внутренних компонентов транспортных средств. Цель любых вибрационных испытаний – определить способность изделия сохранять свои свойства и целостность под воздействием вибрации. Однако их можно разделить на два типа: испытания на вибропрочность и испытания на виброустойчивость.",нет ошибки,https://www.hse.ru/edu/vkr/926675668,0.0,нет ошибки,магистратура
"В связи с этим, зачастую принимаются решения по покупке максимально мощного вибрационного стенда. ","В связи с этим, зачастую принимаются решения по покупке максимально мощного вибрационного стенда. ","Рынок вибростендов довольно обширен и включает в себя всевозможные модификации, разобраться с которыми специалисту по подбору оборудования довольно трудно. В связи с этим, зачастую принимаются решения по покупке максимально мощного вибрационного стенда. В результате испытательная лаборатория сталкивается с рядом проблем:",нет ошибки,https://www.hse.ru/edu/vkr/926675668,0.0,нет ошибки,магистратура
"Она позволяет воспроизвести изменение температуры, влажность, росу, иней. ","Она позволяет воспроизвести изменение температуры, влажность, росу, иней. ","Большинство климатических испытаний проводится в климатической камере. Она позволяет воспроизвести изменение температуры, влажность, росу, иней. Для остальных воздействий используется камера пыли и солнечной радиации. ",нет ошибки,https://www.hse.ru/edu/vkr/926675668,0.0,нет ошибки,магистратура
"Данные обстоятельства требует от государственных органов Российской Федерации повышения защищенности информации, ...","Данные обстоятельства требуют от государственных органов Российской Федерации повышения защищенности информации, ...","При этом сложившаяся политическая конъюнктура в мире не позволяет эффективно расследовать киберпреступления и достигать привлечения виновных лиц к ответственности. Данные обстоятельства требует от государственных органов Российской Федерации повышения защищенности информации, достигаемой за счет применения эффективных организационных и технических мер.Внедрение таких мер позволит минимизировать наносимый кибератаками ущерб государству, тем самым, укрепить доверие общественности и международных партнеров к российской системе публичной власти.",не согласованны подлежащее и сказуемое,https://www.hse.ru/edu/vkr/923568012,1.0,грамматическая,магистратура
"Результаты данного исследования помогут не только повысить безопасность информационных систем в органах государственной власти Российской Федерации, но также будут полезны для дальнейшего совершенствования системы защиты информации и разработки новых подходов к обеспечению безопасности служебной тайны. ","Результаты данного исследования повысят безопасность информационных систем органов государственной власти и окажут помощь в совершенствовании защиты информации, а также разработке новых подходов к обеспечению служебной тайны.","Государственные органы могут использовать выводы диссертации для обеспечения соблюдения соответствующих законов, нормативных актов и международных стандартов, регулирующих информационную безопасность, в том числе в сфере защиты служебной тайны.Результаты данного исследования помогут не только повысить безопасность информационных систем в органах государственной власти Российской Федерации, но также будут полезны для дальнейшего совершенствования системы защиты информации и разработки новых подходов к обеспечению безопасности служебной тайны. Таким образом, магистерская диссертация, посвященная внедрению организационных и технических мер по защите информации, составляющей служебную тайну, в государственных Российской Федерации имеет как теоретическое, так и практическое значение для развития знаний и методологии по повышению защищенности служебной тайны.",плеоназм. Мщбыточные конструкции и повтор слов ,https://www.hse.ru/edu/vkr/923568012,1.0,лексическая,магистратура
"Законом устанавливается единый перечень сведений, составляющих государственную тайну. ","Законом устанавливается единый перечень сведений, составляющих государственную тайну. ","Согласно положениям упомянутого закона, государственная тайна представляет собой защищаемую государством информацию, распространение которой может нанести ущерб национальной безопасности. Законом устанавливается единый перечень сведений, составляющих государственную тайну. Уголовным кодексом Российской Федерации [9] предусмотрена уголовная ответственность за нарушение порядка обращения, разглашение, утрату и незаконное получение сведений, составляющих государственную тайну (ст 283, 283.1, 283.2, 284 УК РФ).",нет ошибки,https://www.hse.ru/edu/vkr/923568012,0.0,нет ошибки,магистратура
"Это бремя ложиться на обладателя данной категорией конфиденциальной информации, при этом, существуют правовые ограничения.","Это бремя ложится на обладателя данной категорией конфиденциальной информации, при этом, существуют правовые ограничения. ","Законодательство не конкретизирует перечень сведений, составляющих коммерческую тайну. Это бремя ложиться на обладателя данной категорией конфиденциальной информации, при этом, существуют правовые ограничения. Так, законом перечисляются сведения, которые не могут быть отнесены к коммерческой тайне. ",ложиться вместо ложится,https://www.hse.ru/edu/vkr/923568012,1.0,грамматическая,магистратура
Коммерческая тайна также охраняется законом вплоть до применения норм уголовного законодательства. ,"Коммерческая тайна охраняется законом, включая возможность применения уголовного законодательства в случае серьезных нарушений."," Так, законом перечисляются сведения, которые не могут быть отнесены к коммерческой тайне. Коммерческая тайна также охраняется законом вплоть до применения норм уголовного законодательства. В частности, ст. 183 Уголовного кодекса Российской Федерации [9] предусмотрена ответственность за незаконное получение и разглашение сведений, составляющих коммерческую тайну.","Уточнено, что уголовное законодательство применяется в зависимости от характера нарушения.",https://www.hse.ru/edu/vkr/923568012,1.0,стилистическая,магистратура
"Целостность гарантирует, что данные остаются точными и неизменными, сохраняя их надежность. ","Целостность гарантирует, что данные остаются неизменными и защищенными от несанкционированного доступа или изменений.","Конфиденциальность гарантирует, что доступ к данным имеют только уполномоченные лица или системы, что предотвращает несанкционированное раскрытие. Целостность гарантирует, что данные остаются точными и неизменными, сохраняя их надежность. Доступность обеспечивает доступ к данным в любое время, предотвращая сбои в работе ","Уточнено определение целостности, убрана избыточность.",https://www.hse.ru/edu/vkr/923568012,1.0,фактическая,магистратура
"Защита служебной тайны должна строится на основе комбинированного подхода, …","Защита служебной тайны должна строиться на основе комбинированного подхода, …","Обеспечение сохранности служебной тайны также необходимо для сохранения доверия граждан к системе публичной власти. Защита служебной тайны должна строится на основе
комбинированного подхода, включающий шифрование, контроль доступа, регулярное резервное копирование, безопасные методы хранения и другие меры. Шифрование, например, преобразует данные в читаемые форматы без соответствующего ключа дешифрования, что затрудняет неавторизованным организациям понимание информации, даже если они получают к ней доступ. ",строится вместо строиться,https://www.hse.ru/edu/vkr/923568012,1.0,грамматическая,магистратура
"По мере того, как киберугрозы продолжают развиваться, потребность в надежных мерах защиты данных становится все более критической.","По мере того, как киберугрозы становятся более сложными, потребность в надежных мерах защиты данных приобретает все большую значимость.","В госучреждениях необходимо применять современные меры защиты от киберугроз, таких как взлом, утечка данных, атаки с использованием программ-вымогателей. По мере того, как киберугрозы продолжают развиваться, потребность в надежных мерах защиты данных становится все более критической. Государственные органы Российской Федерации должны занимать упреждающую позицию, внедряя комплексные стратегии защиты данных для защиты служебных сведений. ","""критическая"" заменено на более подходящее ""значимость"".",https://www.hse.ru/edu/vkr/923568012,1.0,логическая,магистратура
В открытом доступе с 2022 года не публикуются статистические данные об атаки на информационные системы госсектора. ,С 2022 года в открытом доступе не публикуются статистические данные об атаках на информационные системы государственного сектора.,"При этом в нынешних геополитических условиях атаки на российские государственные информационные системы совершаются при поддержки отдельных иностранных государств и их целью становится не только похищение данных и вымогательство денежных средств, но и нарушение доступности содержащейся в них информации вплоть до полного отказа функционирования систем. В открытом доступе с 2022 года не публикуются статистические данные об атаки на информационные системы госсектора. После начала специальной военной операции данные сведения ограничены к распространению в интересах национальной безопасности и доводятся только до руководства страны и заинтересованных государственных органов.","неверный падеж слова ""атаки""",https://www.hse.ru/edu/vkr/923568012,1.0,грамматическая,магистратура
Однако из официальных заявлений представителей ведомств можно сделать вывод о существенном увеличении таких кибератак. ,Однако из официальных заявлений представителей ведомств можно сделать вывод о существенном увеличении таких кибератак. ,"После начала специальной военной операции данные сведения ограничены к распространению в интересах национальной безопасности и доводятся только до руководства страны и заинтересованных государственных органов. Однако из официальных заявлений представителей ведомств можно сделать вывод о существенном увеличении таких кибератак. В частности, по данным МИД России, в 2022 году количество кибератак на госсектор увеличился на 80 % по сравнению с предыдущим годом [11]. ",нет ошибки,https://www.hse.ru/edu/vkr/923568012,0.0,нет ошибки,магистратура
"Социальная инженерия основана на использовании человеческой психологии, а не технических уязвимостей, что делает ее мощным инструментом в арсенале киберпреступников.","Социальная инженерия основана на использовании человеческой психологии, а не технических уязвимостей, что делает ее мощным инструментом в арсенале киберпреступников. ","Для совершения кибератак активно используются методы социальной инженерии, как эффективной стратегии, применяемой злоумышленниками для манипулирования людьми с целью завладения конфиденциальной информацией, совершения иных действий, ставящих под угрозу безопасность информационных систем. Социальная инженерия основана на использовании человеческой психологии, а не технических уязвимостей, что делает ее мощным инструментом в арсенале киберпреступников. В качестве примеров реализации атак с использованием методов социальной инженерии можно привести следующие:",нет ошибки,https://www.hse.ru/edu/vkr/923568012,0.0,нет ошибки,магистратура
"Такие меры гарантируют, что доступ к защищенным зонам имеют только авторизованные сотрудники.","Такие меры гарантируют, что доступ к защищенным зонам имеют только авторизованные сотрудники. ","Например, системы контроля доступа регулируют доступ в особо охраняемые помещения, такие как центры обработки данных и серверные помещения, при помощи различных методов, включая использование карточек-ключей, биометрическая аутентификация и PIN-коды. Такие меры гарантируют, что доступ к защищенным зонам имеют только авторизованные сотрудники. Для мониторинга и контроля за физическими пространствами, где хранится или обрабатывается конфиденциальная информация, используются камеры видеонаблюдения, датчики движения и патрульные службы безопасности.",нет ошибки,https://www.hse.ru/edu/vkr/923568012,0.0,нет ошибки,магистратура
Меры физической безопасности часто интегрируются с элементами управления ИТ-безопасностью для обеспечения многоуровневого подхода к защите информации. ,Меры физической безопасности часто интегрируются с элементами управления ИТ-безопасностью для обеспечения многоуровневого подхода к защите информации. ,"Это включает в себя обучение протоколам контроля доступа, процедурам действий в чрезвычайных ситуациях и сообщению о подозрительных действиях. Меры физической безопасности часто интегрируются с элементами управления ИТ-безопасностью для обеспечения многоуровневого подхода к защите информации. Это может включать интеграцию систем контроля доступа с решениями для управления идентификационными данными, видеонаблюдение с системами управления информацией о безопасности и событиями (SIEM), а также политики физической безопасности с политиками кибербезопасности. ",нет ошибки,https://www.hse.ru/edu/vkr/923568012,0.0,нет ошибки,магистратура
"Методы безопасного программирования гарантируют, что программные решения разрабатываются с учетом требований безопасности для предотвращения уязвимостей и эксплуатации. ","Методы безопасного программирования гарантируют, что программные решения разрабатываются с учетом требований безопасности для предотвращения уязвимостей и эксплуатации. ","Методы безопасного программирования гарантируют, что программные решения разрабатываются с учетом требований безопасности для предотвращения уязвимостей и эксплуатации. Методы безопасного программирования гарантируют, что программные решения разрабатываются с учетом требований безопасности для предотвращения уязвимостей и эксплуатации. Инструменты тестирования безопасности приложений, обзоры кода и платформы безопасной разработки помогают выявлять и устранять недостатки безопасности в программном коде. ",нет ошибки,https://www.hse.ru/edu/vkr/923568012,0.0,нет ошибки,магистратура
"Технологии DLP используют проверку содержимого, контекстный анализ и применение политик для защиты данных в конечных точках, сетях и облачных средах.","Технологии DLP используют проверку содержимого, контекстный анализ и применение политик для защиты данных в конечных точках, сетях и облачных средах. ","DLP-системы отслеживают, обнаруживают и предотвращают несанкционированный доступ, использование или утечку конфиденциальных данных. Технологии DLP используют проверку содержимого, контекстный анализ и применение политик для защиты данных в конечных точках, сетях и облачных средах. Технологии SIEM систематизируют и анализируют из разных источников данные об инцидентах безопасности в целях обнаружения и реагирования на события информационной безопасности. ",нет ошибки,https://www.hse.ru/edu/vkr/923568012,0.0,нет ошибки,магистратура
"Эти меры необходимы для защиты конфиденциальной информации, снижения рисков и обеспечения соблюдения законодательства РФ. ","Эти меры необходимы для защиты конфиденциальной информации, снижения рисков и обеспечения соблюдения законодательства РФ. ","Современный подход к организационным мерам по защите информации предполагают разработку политики, процедур и практик, способствующих формированию культуры безопасности и соблюдения требований в организации информационной безопасности. Эти меры необходимы для защиты конфиденциальной информации, снижения рисков и обеспечения соблюдения законодательства РФ. Так, разработка и внедрение комплексных политик информационной безопасности позволяют организовать и структурировать защиту конфиденциальной информации в организации.",нет ошибки,https://www.hse.ru/edu/vkr/923568012,0.0,нет ошибки,магистратура
"Непреднамеренный обмен конфиденциальной информацией, жертва фишинговых атак или использование слабых паролей могут привести к разрушительным последствиям. ","Непреднамеренный обмен конфиденциальной информацией, подверженность фишинговым атакам или использование слабых паролей могут привести к разрушительным последствиям.","Несмотря на то, что технологические меры имеют важное значение, человеческий фактор остается одним из наиболее значительных факторов утечек данных. Непреднамеренный обмен конфиденциальной информацией, жертва фишинговых атак или использование слабых паролей могут привести к разрушительным последствиям. Поэтому обучение сотрудников передовым методам защиты данных имеет первостепенное значение. ",Перечисление должно состоять из грамматически и логически согласованных элементов.,https://www.hse.ru/edu/vkr/923568012,1.0,логическая,магистратура
"Данная работа повышает осведомленность сотрудников о фишинговых атаках, тактиках социальной инженерии и других угрозах кибербезопасности, тем сам, снижая «человеческий фактор» в возникновении киберугроз. ","Данная работа повышает осведомленность сотрудников о фишинговых атаках, тактиках социальной инженерии и других угрозах кибербезопасности, тем сам, снижая «человеческий фактор» в возникновении киберугроз. ","Регулярные учебные занятия, имитация фишинга и четкие рекомендации по обращению с конфиденциальной информацией могут помочь сформировать культуру безопасности данных в организации. Данная работа повышает осведомленность сотрудников о фишинговых атаках, тактиках социальной инженерии и других угрозах кибербезопасности, тем сам, снижая «человеческий фактор» в возникновении киберугроз. Осуществляется разработка и тестирование планов и процедур реагирования на события информационной безопасности в целях эффективного обнаружения и реагирования на инциденты, а также восстановления после них. ",нет ошибки,https://www.hse.ru/edu/vkr/923568012,0.0,нет ошибки,магистратура
